"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"EMN","Eastman Chemical","Common stocks","Large cap","Materials","$15,651,674,019","2.35%","USA","Analyze"
"NLOK","NortonLifeLock Inc.","Common stocks","Large cap","Information Technology","$15,566,369,011","1.85%","USA","Analyze"
"AVLR","Avalara Inc.","Common stocks","Large cap","Information Technology","$15,531,740,447","0.95%","USA","Analyze"
"PTC","PTC Inc","Common stocks","Large cap","Information Technology","$15,492,047,720","0.00%","USA","Analyze"
"UAL","United Continental Holdings Inc","Common stocks","Large cap","Industrials","$15,439,569,598","0.00%","USA","Analyze"
"MAS","Masco Corp","Common stocks","Large cap","Industrials","$15,321,631,766","1.20%","USA","Analyze"
"BMRN","Biomarin Pharmaceutical Inc","Common stocks","Large cap","Health Care","$15,311,746,815","0.00%","USA","Analyze"
"LKQ","LKQ Corp","Common stocks","Large cap","Consumer Discretionary","$15,296,212,696","0.00%","USA","Analyze"
"PLUG","Plug Power Inc","Common stocks","Large cap","Industrials","$15,277,854,917","0.00%","USA","Analyze"
"MASI","Masimo Corp","Common stocks","Large cap","Health Care","$15,266,177,509","0.00%","USA","Analyze"
"LNT","Alliant Energy Corp","Common stocks","Large cap","Utilities","$15,225,687,959","2.58%","USA","Analyze"
"CNP","Centerpoint Energy Inc","Common stocks","Large cap","Utilities","$15,189,851,459","2.44%","USA","Analyze"
"RGEN","Repligen Corp","Common stocks","Large cap","Health Care","$15,144,298,857","0.00%","USA","Analyze"
"ELS","Equity LifeStyle Properties, Inc","REITs","Large cap","Real Estate","$15,070,161,124","1.69%","USA","Analyze"
"CAH","Cardinal Health Inc","Common stocks","Large cap","Health Care","$15,027,438,450","3.72%","USA","Analyze"
"ZEN","Zendesk Inc","Common stocks","Large cap","Information Technology","$14,965,310,259","0.00%","USA","Analyze"
"TXG","10x Genomics, Inc.","Common stocks","Large cap","Health Care","$14,878,111,905","0.00%","USA","Analyze"
"RH","RH","Common stocks","Large cap","Consumer Discretionary","$14,858,800,446","0.00%","USA","Analyze"
"CPT","Camden Property Trust","REITs","Large cap","Real Estate","$14,760,376,727","2.24%","USA","Analyze"
"CCK","Crown Holdings Inc","Common stocks","Large cap","Materials","$14,741,758,021","0.55%","USA","Analyze"
"GME","Gamestop Corp Class A","Common stocks","Large cap","Consumer Discretionary","$14,718,511,098","0.00%","USA","Analyze"
"L","Loews Corp","Common stocks","Large cap","Financials","$14,543,644,612","0.44%","USA","Analyze"
"IPG","Interpublic Group Of Companies Inc","Common stocks","Large cap","Communication Services","$14,500,969,089","2.81%","USA","Analyze"
"STLD","Steel Dynamics Inc","Common stocks","Large cap","Materials","$14,473,715,444","1.43%","USA","Analyze"
"PCTY","Paylocity Holding Corp","Common stocks","Large cap","Information Technology","$14,463,919,867","0.00%","USA","Analyze"
"PWR","Quanta Services Inc","Common stocks","Large cap","Industrials","$14,401,418,608","0.22%","USA","Analyze"
"AGL","agilon health, inc.","Common stocks","Large cap","Health Care","$14,396,204,685","0.00%","USA","Analyze"
"PKG","Packaging Corp Of America","Common stocks","Large cap","Materials","$14,380,867,644","2.48%","USA","Analyze"
"PHM","Pultegroup Inc","Common stocks","Large cap","Consumer Discretionary","$14,242,694,133","0.98%","USA","Analyze"
"WPC","W. P. Carey Inc","REITs","Large cap","Real Estate","$14,240,572,618","5.31%","USA","Analyze"
"FDS","Factset Research Systems Inc","Common stocks","Large cap","Financials","$14,227,057,961","0.62%","USA","Analyze"
"ESTC","Elastic N.V.","Common stocks","Large cap","Information Technology","$14,211,312,293","0.00%","USA","Analyze"
"WHR","Whirlpool Corp","Common stocks","Large cap","Consumer Discretionary","$14,167,227,660","2.32%","USA","Analyze"
"CLR","Continental Resources Inc","Common stocks","Large cap","Energy","$14,125,044,842","0.68%","USA","Analyze"
"HWM","Howmet Aerospace Inc.","Common stocks","Large cap","Industrials","$14,064,030,218","0.06%","USA","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Large cap","Consumer Discretionary","$14,057,804,930","0.00%","USA","Analyze"
"FBHS","Fortune Brands Home And Security","Common stocks","Large cap","Industrials","$14,027,801,830","1.00%","USA","Analyze"
"DISCK","Discovery Communications, Inc. - Series C","Common stocks","Large cap","Communication Services","$14,025,738,588","0.00%","USA","Analyze"
"DISCA","Discovery Communications Inc Series A","Common stocks","Large cap","Communication Services","$14,025,738,588","0.00%","USA","Analyze"
"FNF","Fidelity National Financial Inc","Common stocks","Large cap","Financials","$13,994,627,322","2.84%","USA","Analyze"
"NVCR","Novocure Ltd","Common stocks","Large cap","Health Care","$13,965,514,139","0.00%","USA","Analyze"
"LDOS","Leidos Holdings Inc","Common stocks","Large cap","Industrials","$13,903,116,622","1.38%","USA","Analyze"
"FANG","Diamondback Energy Inc","Common stocks","Large cap","Energy","$13,877,762,119","2.10%","USA","Analyze"
"WRK","Westrock","Common stocks","Large cap","Materials","$13,870,967,051","1.68%","USA","Analyze"
"WSM","Williams Sonoma Inc","Common stocks","Large cap","Consumer Discretionary","$13,811,393,497","1.21%","USA","Analyze"
"DVA","Davita Inc","Common stocks","Large cap","Health Care","$13,708,888,000","0.00%","USA","Analyze"
"STNE","Stoneco Ltd. - Class A","Common stocks","Large cap","Information Technology","$13,627,026,521","0.00%","Brazil","Analyze"
"XRAY","Dentsply Sirona Inc","Common stocks","Large cap","Health Care","$13,569,806,816","0.66%","USA","Analyze"
"NDSN","Nordson Corp","Common stocks","Large cap","Industrials","$13,565,324,336","0.72%","USA","Analyze"
"HAS","Hasbro Inc","Common stocks","Large cap","Consumer Discretionary","$13,554,898,734","2.73%","USA","Analyze"
"WRB","WR Berkley Corp","Common stocks","Large cap","Financials","$13,517,125,748","0.64%","USA","Analyze"
"CVAC","CureVac N.V.","Common stocks","Large cap","Health Care","$13,504,498,930","0.00%","Germany","Analyze"
"KIM","Kimco Realty Corporation","REITs","Large cap","Real Estate","$13,434,555,288","2.71%","USA","Analyze"
"IRM","Iron Mountain Incorporated","REITs","Large cap","Real Estate","$13,422,274,760","5.21%","USA","Analyze"
"SJM","J.M. Smucker","Common stocks","Large cap","Consumer Staples","$13,389,862,440","2.95%","USA","Analyze"
"CBOE","Cboe Global Markets, Inc.","Common stocks","Large cap","Financials","$13,327,188,262","1.00%","USA","Analyze"
"UHS","Universal Health Services Inc.","Common stocks","Large cap","Health Care","$13,323,888,768","0.13%","USA","Analyze"
"NWS","News Corp Class B","Common stocks","Large cap","Communication Services","$13,319,273,815","0.90%","USA","Analyze"
"NWSA","News Corp Class A","Common stocks","Large cap","Communication Services","$13,319,273,815","0.88%","USA","Analyze"
"BRKR","Bruker Corp","Common stocks","Large cap","Health Care","$13,292,780,224","0.18%","USA","Analyze"
"LNC","Lincoln National Corp","Common stocks","Large cap","Financials","$13,278,661,579","2.32%","USA","Analyze"
"ACI","Albertsons Companies, Inc. Class A","Common stocks","Large cap","Consumer Staples","$13,244,246,183","1.40%","USA","Analyze"
"GGG","Graco Inc","Common stocks","Large cap","Industrials","$13,241,542,450","0.94%","USA","Analyze"
"LUMN","CenturyLink, Inc.","Common stocks","Large cap","Communication Services","$13,229,628,632","8.12%","USA","Analyze"
"FICO","Fair Isaac Corp","Common stocks","Large cap","Information Technology","$13,222,970,387","0.00%","USA","Analyze"
"UHAL","Amerco","Common stocks","Large cap","Industrials","$13,210,551,087","0.38%","USA","Analyze"
"PENN","Penn National Gaming Inc","Common stocks","Large cap","Consumer Discretionary","$13,101,313,490","0.00%","USA","Analyze"
"AAL","American Airlines Group Inc","Common stocks","Large cap","Industrials","$13,091,597,343","0.00%","USA","Analyze"
"AMH","American Homes 4 Rent Class A","REITs","Large cap","Real Estate","$13,023,657,425","0.74%","USA","Analyze"
"JKHY","Jack Henry & Associates, Inc.","Common stocks","Large cap","Information Technology","$13,021,282,844","1.01%","USA","Analyze"
"EQH","AXA Equitable Holdings Inc","Common stocks","Large cap","Financials","$12,984,090,066","2.20%","USA","Analyze"
"ATUS","Altice USA, Inc. Class A","Common stocks","Large cap","Communication Services","$12,895,591,769","0.00%","USA","Analyze"
"AAP","Advance Auto Parts Inc","Common stocks","Large cap","Consumer Discretionary","$12,840,811,031","0.86%","USA","Analyze"
"TREX","Trex Inc","Common stocks","Large cap","Industrials","$12,788,270,548","0.00%","USA","Analyze"
"GLOB","Globant Sa","Common stocks","Large cap","Information Technology","$12,776,523,136","0.00%","Argentina","Analyze"
"SC","Santander Consumer USA Holdings","Common stocks","Large cap","Financials","$12,763,581,078","1.57%","USA","Analyze"
"ATO","Atmos Energy Corp","Common stocks","Large cap","Utilities","$12,736,409,370","2.54%","USA","Analyze"
"PNR","Pentair","Common stocks","Large cap","Industrials","$12,720,041,216","1.03%","USA","Analyze"
"ALLE","Allegion PLC","Common stocks","Large cap","Industrials","$12,691,109,112","0.96%","USA","Analyze"
"QGEN","Qiagen Nv","Common stocks","Large cap","Health Care","$12,653,186,037","0.00%","The Netherlands","Analyze"
"CTXS","Citrix Systems Inc","Common stocks","Large cap","Information Technology","$12,643,098,985","1.41%","USA","Analyze"
"NLY","Annaly Capital Management Inc","Mortgage REITs","Large cap","Financials","$12,622,946,693","9.70%","USA","Analyze"
"ATH","Athene Holding Ltd","Common stocks","Large cap","Financials","$12,589,392,666","0.00%","USA","Analyze"
"DAR","Darling Ingredients Inc","Common stocks","Large cap","Consumer Staples","$12,562,029,888","0.00%","USA","Analyze"
"CPB","Campbell Soup","Common stocks","Large cap","Consumer Staples","$12,546,331,603","3.49%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Large cap","Information Technology","$12,522,764,191","0.00%","Israel","Analyze"
"FND","Floor Decor Holdings Inc","Common stocks","Large cap","Consumer Discretionary","$12,521,378,696","0.00%","USA","Analyze"
"GDDY","GoDaddy Inc. Class A","Common stocks","Large cap","Information Technology","$12,513,711,101","0.00%","USA","Analyze"
"CABO","Cable One Inc","Common stocks","Large cap","Communication Services","$12,481,406,990","0.36%","USA","Analyze"
"JLL","Jones Lang LaSalle Inc","Common stocks","Large cap","Real Estate","$12,417,853,261","0.18%","USA","Analyze"
"LII","Lennox International Inc","Common stocks","Large cap","Industrials","$12,406,968,099","0.96%","USA","Analyze"
"FIVN","Five9 Incinary","Common stocks","Large cap","Information Technology","$12,405,289,546","0.00%","USA","Analyze"
"MOS","Mosaic","Common stocks","Large cap","Materials","$12,403,635,222","0.69%","USA","Analyze"
"FFIV","F5 Networks Inc","Common stocks","Large cap","Information Technology","$12,398,389,849","0.00%","USA","Analyze"
"AXON","Axon Enterprise, Inc.","Common stocks","Large cap","Industrials","$12,282,009,852","0.00%","USA","Analyze"
"ARES","Ares Management Corporation Class A","Common stocks","Large cap","Financials","$12,277,416,907","2.29%","USA","Analyze"
"SNA","Snap On Inc","Common stocks","Large cap","Industrials","$12,264,258,692","2.15%","USA","Analyze"
"MTN","Vail Resorts Inc","Common stocks","Large cap","Consumer Discretionary","$12,259,268,161","0.00%","USA","Analyze"
"GH","Guardant Health Inc","Common stocks","Large cap","Health Care","$12,191,294,814","0.00%","USA","Analyze"
"CLF","Cleveland-Cliffs Inc.","Common stocks","Large cap","Materials","$12,178,539,318","0.00%","USA","Analyze"
"LPLA","LPL Financial Holdings Inc","Common stocks","Large cap","Financials","$12,108,248,474","0.66%","USA","Analyze"
"CNA","CNA Financial Corp","Common stocks","Large cap","Financials","$12,034,483,819","3.36%","USA","Analyze"
"FIVE","Five Below Inc","Common stocks","Large cap","Consumer Discretionary","$12,019,536,375","0.00%","USA","Analyze"
"FMC","FMC Corp","Common stocks","Large cap","Materials","$11,978,051,948","2.01%","USA","Analyze"
"WTRG","Essential Utilities, Inc.","Common stocks","Large cap","Utilities","$11,970,842,905","2.08%","USA","Analyze"
"MPW","Medical Properties Trust, Inc","REITs","Large cap","Real Estate","$11,961,656,000","5.37%","USA","Analyze"
"CHRW","C.H. Robinson Worldwide, Inc.","Common stocks","Large cap","Industrials","$11,951,523,832","2.23%","USA","Analyze"
"TPR","Tapestry","Common stocks","Large cap","Consumer Discretionary","$11,923,881,427","0.00%","USA","Analyze"
"TTC","Toro","Common stocks","Large cap","Industrials","$11,873,333,500","0.93%","USA","Analyze"
"IVZ","Invesco Ltd","Common stocks","Large cap","Financials","$11,853,154,931","2.51%","USA","Analyze"
"BKI","Black Knight","Common stocks","Large cap","Information Technology","$11,798,940,235","0.00%","USA","Analyze"
"CHGG","Chegg Inc","Common stocks","Large cap","Consumer Discretionary","$11,749,283,651","0.00%","USA","Analyze"
"HST","Host Hotels & Resorts, Inc","REITs","Large cap","Real Estate","$11,723,444,591","0.00%","USA","Analyze"
"DECK","Deckers Outdoor Corp","Common stocks","Large cap","Consumer Discretionary","$11,711,040,876","0.00%","USA","Analyze"
"WYNN","Wynn Resorts Ltd","Common stocks","Large cap","Consumer Discretionary","$11,688,618,515","0.99%","USA","Analyze"
"AOS","A O Smith Corp","Common stocks","Large cap","Industrials","$11,686,619,560","1.43%","USA","Analyze"
"RHI","Robert Half","Common stocks","Large cap","Industrials","$11,654,961,568","1.41%","USA","Analyze"
"AFG","American Financial Group Inc","Common stocks","Large cap","Financials","$11,592,020,607","1.32%","USA","Analyze"
"REG","Regency Centers Corporation","REITs","Large cap","Real Estate","$11,556,509,648","2.60%","USA","Analyze"
"VER","VEREIT, Inc","REITs","Large cap","Real Estate","$11,434,565,838","3.34%","USA","Analyze"
"GLPI","Gaming and Leisure Properties, Inc","REITs","Large cap","Real Estate","$11,372,974,569","3.90%","USA","Analyze"
"WLK","Westlake Chemical Corp","Common stocks","Large cap","Materials","$11,345,156,417","1.25%","USA","Analyze"
"HUBB","Hubbell Inc","Common stocks","Large cap","Industrials","$11,322,016,561","1.40%","USA","Analyze"
"MORN","Morningstar Inc","Common stocks","Large cap","Financials","$11,258,462,991","0.48%","USA","Analyze"
"OSH","Oak Street Health, Inc.","Common stocks","Large cap","Health Care","$11,252,925,752","0.00%","USA","Analyze"
"PEGA","Pegasystems Inc","Common stocks","Large cap","Information Technology","$11,240,882,736","0.09%","USA","Analyze"
"CSL","Carlisle Companies Inc","Common stocks","Large cap","Industrials","$11,102,751,948","0.99%","USA","Analyze"
"IAC","IAC/InterActive","Common stocks","Large cap","Communication Services","$11,078,996,899","0.26%","USA","Analyze"
"NTRA","Natera Inc","Common stocks","Large cap","Health Care","$11,063,589,476","0.00%","USA","Analyze"
"BAH","Booz Allen Hamilton Holding Corp","Common stocks","Large cap","Industrials","$11,041,961,197","1.73%","USA","Analyze"
"BLDR","Builders Firstsource Inc","Common stocks","Large cap","Industrials","$11,033,849,217","0.00%","USA","Analyze"
"NRG","NRG Energy Inc","Common stocks","Large cap","Utilities","$11,032,094,027","2.80%","USA","Analyze"
"TPL","Texas Pacific Land Trust","Common stocks","Large cap","Energy","$10,969,736,560","0.39%","USA","Analyze"
"BG","Bunge Ltd","Common stocks","Large cap","Consumer Staples","$10,929,208,793","2.60%","USA","Analyze"
"RPM","RPM International Inc","Common stocks","Large cap","Materials","$10,834,681,061","1.81%","USA","Analyze"
"NWL","Newell Brands Inc","Common stocks","Large cap","Consumer Discretionary","$10,766,874,000","2.68%","USA","Analyze"
"WSO","Watsco Inc","Common stocks","Large cap","Industrials","$10,755,250,800","2.65%","USA","Analyze"
"RE","Everest Re Group Ltd","Common stocks","Large cap","Financials","$10,682,323,723","2.86%","USA","Analyze"
"CUBE","CubeSmart","REITs","Large cap","Real Estate","$10,651,443,949","2.53%","USA","Analyze"
"PLTK","Playtika Holding Corp.","Common stocks","Large cap","Communication Services","$10,621,815,273","0.00%","Israel","Analyze"
"EWBC","East West Bancorp Inc","Common stocks","Large cap","Financials","$10,569,881,722","1.69%","USA","Analyze"
"AGCO","AGCO Corp","Common stocks","Large cap","Industrials","$10,555,513,415","3.36%","USA","Analyze"
"HSIC","Henry Schein Inc","Common stocks","Large cap","Health Care","$10,509,120,188","0.00%","USA","Analyze"
"MANH","Manhattan Associates Inc","Common stocks","Large cap","Information Technology","$10,502,191,944","0.00%","USA","Analyze"
"SCI","Service Corporation International","Common stocks","Large cap","Consumer Discretionary","$10,502,144,971","1.30%","USA","Analyze"
"OPEN","Opendoor Technologies Inc","Common stocks","Large cap","Real Estate","$10,478,431,268","0.00%","USA","Analyze"
"BWA","BorgWarner Inc","Common stocks","Large cap","Consumer Discretionary","$10,428,474,711","1.56%","USA","Analyze"
"WAL","Western Alliance","Common stocks","Large cap","Financials","$10,412,758,975","1.10%","USA","Analyze"
"MIDD","Middleby Corp","Common stocks","Large cap","Industrials","$10,327,039,860","0.00%","USA","Analyze"
"TRGP","Targa Resources Corp","Common stocks","Large cap","Energy","$10,323,785,621","0.88%","USA","Analyze"
"TAP","Molson Coors Brewing Class B","Common stocks","Large cap","Consumer Staples","$10,310,573,070","0.72%","USA","Analyze"
"OC","Owens Corning","Common stocks","Large cap","Industrials","$10,168,611,788","1.03%","USA","Analyze"
"PFPT","Proofpoint Inc","Common stocks","Large cap","Information Technology","$10,161,926,509","0.00%","USA","Analyze"
"XPO","XPO Logistics Inc","Common stocks","Large cap","Industrials","$10,137,545,550","0.00%","USA","Analyze"
"CMA","Comerica Inc","Common stocks","Large cap","Financials","$10,128,645,650","3.54%","USA","Analyze"
"LAD","Lithia Motors Inc Class A","Common stocks","Large cap","Consumer Discretionary","$10,119,152,291","0.30%","USA","Analyze"
"DOX","Amdocs Ltd","Common stocks","Large cap","Information Technology","$10,108,595,032","1.77%","Guernsey","Analyze"
"UA","Under Armour Inc Class C","Common stocks","Large cap","Consumer Discretionary","$10,097,677,920","0.00%","USA","Analyze"
"UAA","Under Armour Inc Class A","Common stocks","Large cap","Consumer Discretionary","$10,097,677,920","0.00%","USA","Analyze"
"CREE","Cree Inc","Common stocks","Large cap","Information Technology","$10,076,203,532","0.00%","USA","Analyze"
"FSLR","First Solar Inc","Common stocks","Large cap","Information Technology","$10,040,794,881","0.00%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Large cap","Consumer Discretionary","$10,010,237,026","1.37%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$9,970,183,594","0.04%","USA","Analyze"
"AIZ","Assurant Inc","Common stocks","Mid cap","Financials","$9,960,670,449","1.55%","USA","Analyze"
"PEN","Penumbra Inc","Common stocks","Mid cap","Health Care","$9,942,956,577","0.00%","USA","Analyze"
"OLED","Universal Display Corp","Common stocks","Mid cap","Information Technology","$9,867,852,390","0.33%","USA","Analyze"
"GL","Globe Life Inc.","Common stocks","Mid cap","Financials","$9,861,812,946","0.79%","USA","Analyze"
"LAMR","Lamar Advertising Company Class A","REITs","Mid cap","Real Estate","$9,839,738,868","2.18%","USA","Analyze"
"LEA","Lear Corp","Common stocks","Mid cap","Consumer Discretionary","$9,827,456,846","0.46%","USA","Analyze"
"DBX","Dropbox Inc Class A","Common stocks","Mid cap","Information Technology","$9,822,230,242","0.00%","USA","Analyze"
"GXO","GXO Logistics, Inc.","Common stocks","Mid cap","Industrials","$9,815,445,788","0.00%","USA","Analyze"
"GWRE","Guidewire Software Inc","Common stocks","Mid cap","Information Technology","$9,812,257,550","0.00%","USA","Analyze"
"ZNGA","Zynga Inc","Common stocks","Mid cap","Communication Services","$9,798,865,245","0.00%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$9,795,015,427","0.00%","USA","Analyze"
"RS","Reliance Steel & Aluminum","Common stocks","Mid cap","Materials","$9,760,449,977","1.74%","USA","Analyze"
"G","Genpact Ltd","Common stocks","Mid cap","Information Technology","$9,754,823,873","0.79%","USA","Analyze"
"NI","Nisource Inc","Common stocks","Mid cap","Utilities","$9,739,625,656","3.46%","USA","Analyze"
"CF","CF Industries Holdings Inc","Common stocks","Mid cap","Materials","$9,728,971,507","2.63%","USA","Analyze"
"UGI","UGI Corp","Common stocks","Mid cap","Utilities","$9,716,732,757","2.84%","USA","Analyze"
"STOR","STORE Capital Corporation","REITs","Mid cap","Real Estate","$9,634,981,996","3.98%","USA","Analyze"
"ACM","AECOM","Common stocks","Mid cap","Industrials","$9,626,210,612","0.00%","USA","Analyze"
"ST","Sensata Technologies Holding Nv","Common stocks","Mid cap","Industrials","$9,597,475,550","0.00%","USA","Analyze"
"JNPR","Juniper Networks Inc","Common stocks","Mid cap","Information Technology","$9,588,727,201","2.68%","USA","Analyze"
"COLD","Americold Realty Trust","REITs","Mid cap","Real Estate","$9,581,596,070","2.32%","USA","Analyze"
"LSI","Life Storage, Inc","REITs","Mid cap","Real Estate","$9,576,490,140","2.17%","USA","Analyze"
"SYNH","Syneos Health Inc","Common stocks","Mid cap","Health Care","$9,518,379,953","0.00%","USA","Analyze"
"LW","Lamb Weston Holdings Inc","Common stocks","Mid cap","Consumer Staples","$9,513,998,886","1.42%","USA","Analyze"
"Y","Alleghany Corp","Common stocks","Mid cap","Financials","$9,501,391,805","0.00%","USA","Analyze"
"ZION","Zions Bancorporation","Common stocks","Mid cap","Financials","$9,489,225,609","2.37%","USA","Analyze"
"UTHR","United Therapeutics Corp","Common stocks","Mid cap","Health Care","$9,482,449,214","0.00%","USA","Analyze"
"MRO","Marathon Oil Corp","Common stocks","Mid cap","Energy","$9,468,670,104","1.00%","USA","Analyze"
"DXC","DXC Technology Company","Common stocks","Mid cap","Information Technology","$9,408,623,439","0.00%","USA","Analyze"
"FRT","Federal Realty Investment Trust","REITs","Mid cap","Real Estate","$9,383,503,772","3.46%","USA","Analyze"
"TW","Tradeweb Markets Inc. - Class A","Common stocks","Mid cap","Financials","$9,372,592,136","0.36%","USA","Analyze"
"JEF","Jefferies Financial Group Inc","Common stocks","Mid cap","Financials","$9,298,273,376","2.11%","USA","Analyze"
"CONE","CyrusOne Inc","REITs","Mid cap","Real Estate","$9,287,745,465","2.69%","USA","Analyze"
"TSP","TuSimple Holdings Inc.","Common stocks","Mid cap","Industrials","$9,252,019,900","0.00%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$9,224,479,606","0.00%","USA","Analyze"
"KSS","Kohls Corporation","Common stocks","Mid cap","Consumer Discretionary","$9,169,317,646","0.85%","USA","Analyze"
"FHN","First Horizon National Corp","Common stocks","Mid cap","Financials","$9,168,372,293","3.55%","USA","Analyze"
"SEE","Sealed Air Corp","Common stocks","Mid cap","Materials","$9,153,954,823","1.11%","USA","Analyze"
"RUN","Sunrun Inc","Common stocks","Mid cap","Industrials","$9,139,302,590","0.00%","USA","Analyze"
"CACC","Credit Acceptance Corp","Common stocks","Mid cap","Financials","$9,076,305,469","0.00%","USA","Analyze"
"JBL","Jabil Inc","Common stocks","Mid cap","Information Technology","$9,034,145,579","0.52%","USA","Analyze"
"BERY","Berry Global Group Inc","Common stocks","Mid cap","Materials","$9,019,098,000","0.00%","USA","Analyze"
"VST","Vistra Energy Corp","Common stocks","Mid cap","Utilities","$9,013,450,586","3.02%","USA","Analyze"
"NBIX","Neurocrine Biosciences Inc","Common stocks","Mid cap","Health Care","$9,002,669,263","0.00%","USA","Analyze"
"PLAN","Anaplan, Inc.","Common stocks","Mid cap","Information Technology","$8,987,857,759","0.00%","USA","Analyze"
"DKS","Dicks Sporting Inc","Common stocks","Mid cap","Consumer Discretionary","$8,987,577,733","0.97%","USA","Analyze"
"SMG","Scotts Miracle Gro","Common stocks","Mid cap","Materials","$8,974,516,324","1.56%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$8,928,815,637","0.51%","USA","Analyze"
"CNXC","Concentrix Corporation","Common stocks","Mid cap","Information Technology","$8,924,878,535","0.00%","USA","Analyze"
"ARMK","Aramark","Common stocks","Mid cap","Consumer Discretionary","$8,920,696,926","1.25%","USA","Analyze"
"SITE","Siteone Landscape Supply Inc","Common stocks","Mid cap","Industrials","$8,919,967,980","0.00%","USA","Analyze"
"SEIC","SEI Investments","Common stocks","Mid cap","Financials","$8,908,989,058","1.17%","USA","Analyze"
"YETI","Yeti Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$8,902,883,875","0.00%","USA","Analyze"
"CPRI","Capri Holdings Limited","Common stocks","Mid cap","Consumer Discretionary","$8,876,125,020","0.00%","USA","Analyze"
"ATR","Aptargroup Inc","Common stocks","Mid cap","Materials","$8,873,531,400","1.10%","USA","Analyze"
"CIEN","Ciena Corp","Common stocks","Mid cap","Information Technology","$8,849,585,751","0.00%","USA","Analyze"
"BFAM","Bright Horizons Family Solutions","Common stocks","Mid cap","Consumer Discretionary","$8,813,386,592","0.00%","USA","Analyze"
"ARW","Arrow Electronics Inc","Common stocks","Mid cap","Information Technology","$8,810,791,724","0.00%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$8,797,438,573","4.19%","USA","Analyze"
"AZPN","Aspen Technology Inc","Common stocks","Mid cap","Information Technology","$8,758,900,557","0.00%","USA","Analyze"
"HRC","Hill-Rom Holdings Inc","Common stocks","Mid cap","Health Care","$8,747,022,286","0.69%","USA","Analyze"
"PNW","Pinnacle West Corp","Common stocks","Mid cap","Utilities","$8,719,453,808","4.23%","USA","Analyze"
"OGN","Organon & Co.","Common stocks","Mid cap","Health Care","$8,683,917,997","0.82%","USA","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$8,648,519,682","0.58%","USA","Analyze"
"DCI","Donaldson Inc","Common stocks","Mid cap","Industrials","$8,626,414,142","1.25%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$8,613,746,549","7.72%","USA","Analyze"
"KNX","Knight Transportation Inc","Common stocks","Mid cap","Industrials","$8,607,512,871","0.65%","USA","Analyze"
"NYT","New York Times Class A","Common stocks","Mid cap","Communication Services","$8,478,243,107","0.51%","USA","Analyze"
"ITT","ITT Inc","Common stocks","Mid cap","Industrials","$8,447,271,000","0.79%","USA","Analyze"
"MRTX","Mirati Therapeutics Inc","Common stocks","Mid cap","Health Care","$8,425,937,561","0.00%","USA","Analyze"
"REXR","Rexford Industrial Realty, Inc","REITs","Mid cap","Real Estate","$8,374,609,146","1.49%","USA","Analyze"
"LECO","Lincoln Electric Holdings Inc","Common stocks","Mid cap","Industrials","$8,335,503,316","1.07%","USA","Analyze"
"MKSI","MKS Instruments Inc","Common stocks","Mid cap","Information Technology","$8,333,310,931","0.56%","USA","Analyze"
"WMS","Advanced Drainage Systems Inc","Common stocks","Mid cap","Industrials","$8,326,243,784","0.32%","USA","Analyze"
"HII","Huntington Ingalls Industries Inc","Common stocks","Mid cap","Industrials","$8,308,719,767","2.18%","USA","Analyze"
"CBSH","Commerce Bancshares Inc","Common stocks","Mid cap","Financials","$8,283,754,644","1.48%","USA","Analyze"
"NNN","National Retail Properties, Inc","REITs","Mid cap","Real Estate","$8,274,244,576","4.36%","USA","Analyze"
"WEX","Wex Inc","Common stocks","Mid cap","Information Technology","$8,250,863,593","0.00%","USA","Analyze"
"AA","Alcoa Corp","Common stocks","Mid cap","Materials","$8,246,403,464","0.82%","USA","Analyze"
"GMED","Globus Medical Inc Class A","Common stocks","Mid cap","Health Care","$8,235,705,637","0.00%","USA","Analyze"
"JAZZ","Jazz Pharmaceuticals Plc","Common stocks","Mid cap","Health Care","$8,141,930,498","0.00%","USA","Analyze"
"OLN","Olin Corp","Common stocks","Mid cap","Materials","$8,125,797,959","1.57%","USA","Analyze"
"ERIE","Erie Indemnity Class A","Common stocks","Mid cap","Financials","$8,077,544,212","2.31%","USA","Analyze"
"CHDN","Churchill Downs Inc","Common stocks","Mid cap","Consumer Discretionary","$8,073,802,061","0.30%","USA","Analyze"
"RGA","Reinsurance Group Of America Inc","Common stocks","Mid cap","Financials","$8,072,596,361","2.36%","USA","Analyze"
